startTime,actual
2025-12-01 00:00:00+00:00,15691
2025-12-01 00:30:00+00:00,15825
2025-12-01 01:00:00+00:00,15944
2025-12-01 01:30:00+00:00,16004
2025-12-01 02:00:00+00:00,16250
2025-12-01 02:30:00+00:00,16357
2025-12-01 03:00:00+00:00,16387
2025-12-01 03:30:00+00:00,16055
2025-12-01 04:00:00+00:00,15649
2025-12-01 04:30:00+00:00,15349
2025-12-01 05:00:00+00:00,14847
2025-12-01 05:30:00+00:00,14221
2025-12-01 06:00:00+00:00,13838
2025-12-01 06:30:00+00:00,13598
2025-12-01 07:00:00+00:00,13039
2025-12-01 07:30:00+00:00,12282
2025-12-01 08:00:00+00:00,11461
2025-12-01 08:30:00+00:00,11346
2025-12-01 09:00:00+00:00,11041
2025-12-01 09:30:00+00:00,11040
2025-12-01 10:00:00+00:00,10938
2025-12-01 10:30:00+00:00,10921
2025-12-01 11:00:00+00:00,11106
2025-12-01 11:30:00+00:00,10806
2025-12-01 12:00:00+00:00,10650
2025-12-01 12:30:00+00:00,10648
2025-12-01 13:00:00+00:00,10384
2025-12-01 13:30:00+00:00,10322
2025-12-01 14:00:00+00:00,10541
2025-12-01 14:30:00+00:00,11036
2025-12-01 15:00:00+00:00,11356
2025-12-01 15:30:00+00:00,11446
2025-12-01 16:00:00+00:00,11379
2025-12-01 16:30:00+00:00,11156
2025-12-01 17:00:00+00:00,11227
2025-12-01 17:30:00+00:00,11479
2025-12-01 18:00:00+00:00,11437
2025-12-01 18:30:00+00:00,11440
2025-12-01 19:00:00+00:00,11346
2025-12-01 19:30:00+00:00,11354
2025-12-01 20:00:00+00:00,11564
2025-12-01 20:30:00+00:00,11638
2025-12-01 21:00:00+00:00,11732
2025-12-01 21:30:00+00:00,11906
2025-12-01 22:00:00+00:00,11766
2025-12-01 22:30:00+00:00,12004
2025-12-01 23:00:00+00:00,12529
2025-12-01 23:30:00+00:00,13149
2025-12-02 00:00:00+00:00,13500
2025-12-02 00:30:00+00:00,13724
2025-12-02 01:00:00+00:00,13593
2025-12-02 01:30:00+00:00,13514
2025-12-02 02:00:00+00:00,13387
2025-12-02 02:30:00+00:00,13466
2025-12-02 03:00:00+00:00,13116
2025-12-02 03:30:00+00:00,12632
2025-12-02 04:00:00+00:00,12323
2025-12-02 04:30:00+00:00,12056
2025-12-02 05:00:00+00:00,12315
2025-12-02 05:30:00+00:00,12266
2025-12-02 06:00:00+00:00,12560
2025-12-02 06:30:00+00:00,12561
2025-12-02 07:00:00+00:00,12379
2025-12-02 07:30:00+00:00,12260
2025-12-02 08:00:00+00:00,12114
2025-12-02 08:30:00+00:00,11962
2025-12-02 09:00:00+00:00,11642
2025-12-02 09:30:00+00:00,11340
2025-12-02 10:00:00+00:00,11240
2025-12-02 10:30:00+00:00,11061
2025-12-02 11:00:00+00:00,11175
2025-12-02 11:30:00+00:00,10897
2025-12-02 12:00:00+00:00,10217
2025-12-02 12:30:00+00:00,10172
2025-12-02 13:00:00+00:00,9801
2025-12-02 13:30:00+00:00,9772
2025-12-02 14:00:00+00:00,9709
2025-12-02 14:30:00+00:00,9807
2025-12-02 15:00:00+00:00,9840
2025-12-02 15:30:00+00:00,10066
2025-12-02 16:00:00+00:00,10188
2025-12-02 16:30:00+00:00,10421
2025-12-02 17:00:00+00:00,10705
2025-12-02 17:30:00+00:00,10832
2025-12-02 18:00:00+00:00,10473
2025-12-02 18:30:00+00:00,10253
2025-12-02 19:00:00+00:00,10381
2025-12-02 19:30:00+00:00,10604
2025-12-02 20:00:00+00:00,10386
2025-12-02 20:30:00+00:00,10440
2025-12-02 21:00:00+00:00,10203
2025-12-02 21:30:00+00:00,9911
2025-12-02 22:00:00+00:00,9997
2025-12-02 22:30:00+00:00,9757
2025-12-02 23:00:00+00:00,9939
2025-12-02 23:30:00+00:00,10048
2025-12-03 00:00:00+00:00,9787
2025-12-03 00:30:00+00:00,9293
2025-12-03 01:00:00+00:00,8651
2025-12-03 01:30:00+00:00,8290
2025-12-03 02:00:00+00:00,8590
2025-12-03 02:30:00+00:00,8500
2025-12-03 03:00:00+00:00,8438
2025-12-03 03:30:00+00:00,8085
2025-12-03 04:00:00+00:00,7703
2025-12-03 04:30:00+00:00,7720
2025-12-03 05:00:00+00:00,7437
2025-12-03 05:30:00+00:00,7549
2025-12-03 06:00:00+00:00,7498
2025-12-03 06:30:00+00:00,7399
2025-12-03 07:00:00+00:00,7319
2025-12-03 07:30:00+00:00,7638
2025-12-03 08:00:00+00:00,7993
2025-12-03 08:30:00+00:00,8170
2025-12-03 09:00:00+00:00,8470
2025-12-03 09:30:00+00:00,8671
2025-12-03 10:00:00+00:00,8653
2025-12-03 10:30:00+00:00,8476
2025-12-03 11:00:00+00:00,8555
2025-12-03 11:30:00+00:00,8538
2025-12-03 12:00:00+00:00,8699
2025-12-03 12:30:00+00:00,8598
2025-12-03 13:00:00+00:00,8560
2025-12-03 13:30:00+00:00,8777
2025-12-03 14:00:00+00:00,8728
2025-12-03 14:30:00+00:00,8559
2025-12-03 15:00:00+00:00,8422
2025-12-03 15:30:00+00:00,8475
2025-12-03 16:00:00+00:00,8786
2025-12-03 16:30:00+00:00,8783
2025-12-03 17:00:00+00:00,8853
2025-12-03 17:30:00+00:00,9056
2025-12-03 18:00:00+00:00,9035
2025-12-03 18:30:00+00:00,9278
2025-12-03 19:00:00+00:00,9534
2025-12-03 19:30:00+00:00,9910
2025-12-03 20:00:00+00:00,10231
2025-12-03 20:30:00+00:00,10586
2025-12-03 21:00:00+00:00,10908
2025-12-03 21:30:00+00:00,11206
2025-12-03 22:00:00+00:00,11549
2025-12-03 22:30:00+00:00,11681
2025-12-03 23:00:00+00:00,12151
2025-12-03 23:30:00+00:00,12484
2025-12-04 00:00:00+00:00,12351
2025-12-04 00:30:00+00:00,12440
2025-12-04 01:00:00+00:00,12244
2025-12-04 01:30:00+00:00,12199
2025-12-04 02:00:00+00:00,12732
2025-12-04 02:30:00+00:00,13071
2025-12-04 03:00:00+00:00,13318
2025-12-04 03:30:00+00:00,13623
2025-12-04 04:00:00+00:00,13901
2025-12-04 04:30:00+00:00,14235
2025-12-04 05:00:00+00:00,14468
2025-12-04 05:30:00+00:00,14422
2025-12-04 06:00:00+00:00,14828
2025-12-04 06:30:00+00:00,15192
2025-12-04 07:00:00+00:00,15382
2025-12-04 07:30:00+00:00,15404
2025-12-04 08:00:00+00:00,15192
2025-12-04 08:30:00+00:00,14912
2025-12-04 09:00:00+00:00,14685
2025-12-04 09:30:00+00:00,14321
2025-12-04 10:00:00+00:00,13772
2025-12-04 10:30:00+00:00,13147
2025-12-04 11:00:00+00:00,13250
2025-12-04 11:30:00+00:00,13459
2025-12-04 12:00:00+00:00,13337
2025-12-04 12:30:00+00:00,13337
2025-12-04 13:00:00+00:00,13584
2025-12-04 13:30:00+00:00,13119
2025-12-04 14:00:00+00:00,12557
2025-12-04 14:30:00+00:00,12307
2025-12-04 15:00:00+00:00,12118
2025-12-04 15:30:00+00:00,12112
2025-12-04 16:00:00+00:00,12179
2025-12-04 16:30:00+00:00,11876
2025-12-04 17:00:00+00:00,11491
2025-12-04 17:30:00+00:00,11022
2025-12-04 18:00:00+00:00,10688
2025-12-04 18:30:00+00:00,10346
2025-12-04 19:00:00+00:00,9788
2025-12-04 19:30:00+00:00,9200
2025-12-04 20:00:00+00:00,8894
2025-12-04 20:30:00+00:00,9194
2025-12-04 21:00:00+00:00,9134
2025-12-04 21:30:00+00:00,9352
2025-12-04 22:00:00+00:00,9386
2025-12-04 22:30:00+00:00,9146
2025-12-04 23:00:00+00:00,9186
2025-12-04 23:30:00+00:00,9084
2025-12-05 00:00:00+00:00,9088
2025-12-05 00:30:00+00:00,9099
2025-12-05 01:00:00+00:00,9025
2025-12-05 01:30:00+00:00,8823
2025-12-05 02:00:00+00:00,8378
2025-12-05 02:30:00+00:00,8068
2025-12-05 03:00:00+00:00,8028
