startTime,actual
2026-02-01 00:00:00+00:00,8724
2026-02-01 00:30:00+00:00,8462
2026-02-01 01:00:00+00:00,8130
2026-02-01 01:30:00+00:00,8090
2026-02-01 02:00:00+00:00,7908
2026-02-01 02:30:00+00:00,7963
2026-02-01 03:00:00+00:00,8255
2026-02-01 03:30:00+00:00,8270
2026-02-01 04:00:00+00:00,8202
2026-02-01 04:30:00+00:00,8421
2026-02-01 05:00:00+00:00,8269
2026-02-01 05:30:00+00:00,8120
2026-02-01 06:00:00+00:00,7831
2026-02-01 06:30:00+00:00,7469
2026-02-01 07:00:00+00:00,7308
2026-02-01 07:30:00+00:00,7185
2026-02-01 08:00:00+00:00,7120
2026-02-01 08:30:00+00:00,6695
2026-02-01 09:00:00+00:00,6414
2026-02-01 09:30:00+00:00,6344
2026-02-01 10:00:00+00:00,6320
2026-02-01 10:30:00+00:00,6291
2026-02-01 11:00:00+00:00,6133
2026-02-01 11:30:00+00:00,5917
2026-02-01 12:00:00+00:00,5675
2026-02-01 12:30:00+00:00,5537
2026-02-01 13:00:00+00:00,5332
2026-02-01 13:30:00+00:00,5032
2026-02-01 14:00:00+00:00,4725
2026-02-01 14:30:00+00:00,4600
2026-02-01 15:00:00+00:00,4602
2026-02-01 15:30:00+00:00,4526
2026-02-01 16:00:00+00:00,4422
2026-02-01 16:30:00+00:00,4411
2026-02-01 17:00:00+00:00,4571
2026-02-01 17:30:00+00:00,4756
2026-02-01 18:00:00+00:00,4812
2026-02-01 18:30:00+00:00,4912
2026-02-01 19:00:00+00:00,4849
2026-02-01 19:30:00+00:00,4697
2026-02-01 20:00:00+00:00,4621
2026-02-01 20:30:00+00:00,4512
2026-02-01 21:00:00+00:00,4498
2026-02-01 21:30:00+00:00,4603
2026-02-01 22:00:00+00:00,4768
2026-02-01 22:30:00+00:00,4917
2026-02-01 23:00:00+00:00,5130
2026-02-01 23:30:00+00:00,5302
2026-02-02 00:00:00+00:00,5479
2026-02-02 00:30:00+00:00,5629
2026-02-02 01:00:00+00:00,5733
2026-02-02 01:30:00+00:00,5797
2026-02-02 02:00:00+00:00,5902
2026-02-02 02:30:00+00:00,6269
2026-02-02 03:00:00+00:00,6841
2026-02-02 03:30:00+00:00,7538
2026-02-02 04:00:00+00:00,7892
2026-02-02 04:30:00+00:00,8201
2026-02-02 05:00:00+00:00,8405
2026-02-02 05:30:00+00:00,8841
2026-02-02 06:00:00+00:00,9294
2026-02-02 06:30:00+00:00,9636
2026-02-02 07:00:00+00:00,9999
2026-02-02 07:30:00+00:00,10599
2026-02-02 08:00:00+00:00,11235
2026-02-02 08:30:00+00:00,11339
2026-02-02 09:00:00+00:00,11290
2026-02-02 09:30:00+00:00,11420
2026-02-02 10:00:00+00:00,11523
2026-02-02 10:30:00+00:00,11762
2026-02-02 11:00:00+00:00,12326
