startTime,actual
2025-07-31 23:00:00+00:00,6345
2025-07-31 23:30:00+00:00,6376
2025-08-01 00:00:00+00:00,6432
2025-08-01 00:30:00+00:00,6619
2025-08-01 01:00:00+00:00,6864
2025-08-01 01:30:00+00:00,7416
2025-08-01 02:00:00+00:00,7853
2025-08-01 02:30:00+00:00,8234
2025-08-01 03:00:00+00:00,8745
2025-08-01 03:30:00+00:00,8951
2025-08-01 04:00:00+00:00,8533
2025-08-01 04:30:00+00:00,8406
2025-08-01 05:00:00+00:00,8210
2025-08-01 05:30:00+00:00,8550
2025-08-01 06:00:00+00:00,8476
2025-08-01 06:30:00+00:00,8580
2025-08-01 07:00:00+00:00,8737
2025-08-01 07:30:00+00:00,8934
2025-08-01 08:00:00+00:00,8758
2025-08-01 08:30:00+00:00,8691
2025-08-01 09:00:00+00:00,8520
2025-08-01 09:30:00+00:00,8352
2025-08-01 10:00:00+00:00,8237
2025-08-01 10:30:00+00:00,8303
2025-08-01 11:00:00+00:00,8327
2025-08-01 11:30:00+00:00,8713
2025-08-01 12:00:00+00:00,8807
2025-08-01 12:30:00+00:00,9022
2025-08-01 13:00:00+00:00,9147
2025-08-01 13:30:00+00:00,8848
2025-08-01 14:00:00+00:00,9015
2025-08-01 14:30:00+00:00,9362
2025-08-01 15:00:00+00:00,9535
2025-08-01 15:30:00+00:00,9763
2025-08-01 16:00:00+00:00,10103
2025-08-01 16:30:00+00:00,9890
2025-08-01 17:00:00+00:00,9820
2025-08-01 17:30:00+00:00,9704
2025-08-01 18:00:00+00:00,9503
2025-08-01 18:30:00+00:00,9345
2025-08-01 19:00:00+00:00,9309
2025-08-01 19:30:00+00:00,9251
2025-08-01 20:00:00+00:00,9097
2025-08-01 20:30:00+00:00,9227
2025-08-01 21:00:00+00:00,9179
2025-08-01 21:30:00+00:00,8972
2025-08-01 22:00:00+00:00,8788
2025-08-01 22:30:00+00:00,8905
2025-08-01 23:00:00+00:00,9059
2025-08-01 23:30:00+00:00,9116
2025-08-02 00:00:00+00:00,8914
2025-08-02 00:30:00+00:00,8748
2025-08-02 01:00:00+00:00,8886
2025-08-02 01:30:00+00:00,8746
2025-08-02 02:00:00+00:00,8689
2025-08-02 02:30:00+00:00,8584
2025-08-02 03:00:00+00:00,8428
2025-08-02 03:30:00+00:00,8094
2025-08-02 04:00:00+00:00,7934
2025-08-02 04:30:00+00:00,7782
2025-08-02 05:00:00+00:00,7339
2025-08-02 05:30:00+00:00,6823
2025-08-02 06:00:00+00:00,6634
2025-08-02 06:30:00+00:00,6722
2025-08-02 07:00:00+00:00,6349
2025-08-02 07:30:00+00:00,6274
2025-08-02 08:00:00+00:00,6161
2025-08-02 08:30:00+00:00,6026
2025-08-02 09:00:00+00:00,5803
2025-08-02 09:30:00+00:00,5809
2025-08-02 10:00:00+00:00,6035
2025-08-02 10:30:00+00:00,5787
2025-08-02 11:00:00+00:00,5471
2025-08-02 11:30:00+00:00,5027
2025-08-02 12:00:00+00:00,4603
2025-08-02 12:30:00+00:00,4512
2025-08-02 13:00:00+00:00,4403
2025-08-02 13:30:00+00:00,4306
2025-08-02 14:00:00+00:00,4111
2025-08-02 14:30:00+00:00,3512
2025-08-02 15:00:00+00:00,3656
2025-08-02 15:30:00+00:00,3606
2025-08-02 16:00:00+00:00,3601
2025-08-02 16:30:00+00:00,3475
2025-08-02 17:00:00+00:00,3386
2025-08-02 17:30:00+00:00,3451
2025-08-02 18:00:00+00:00,3260
2025-08-02 18:30:00+00:00,3128
2025-08-02 19:00:00+00:00,3330
2025-08-02 19:30:00+00:00,3520
2025-08-02 20:00:00+00:00,3820
2025-08-02 20:30:00+00:00,3923
2025-08-02 21:00:00+00:00,4031
2025-08-02 21:30:00+00:00,4343
2025-08-02 22:00:00+00:00,4709
2025-08-02 22:30:00+00:00,5548
2025-08-02 23:00:00+00:00,5825
2025-08-02 23:30:00+00:00,6007
2025-08-03 00:00:00+00:00,6272
2025-08-03 00:30:00+00:00,6352
2025-08-03 01:00:00+00:00,6318
2025-08-03 01:30:00+00:00,6484
2025-08-03 02:00:00+00:00,6305
2025-08-03 02:30:00+00:00,6076
2025-08-03 03:00:00+00:00,6278
2025-08-03 03:30:00+00:00,6099
2025-08-03 04:00:00+00:00,6210
2025-08-03 04:30:00+00:00,6460
2025-08-03 05:00:00+00:00,6261
2025-08-03 05:30:00+00:00,6383
2025-08-03 06:00:00+00:00,6896
2025-08-03 06:30:00+00:00,7138
2025-08-03 07:00:00+00:00,6639
2025-08-03 07:30:00+00:00,6824
2025-08-03 08:00:00+00:00,6854
2025-08-03 08:30:00+00:00,7006
2025-08-03 09:00:00+00:00,7487
2025-08-03 09:30:00+00:00,7378
2025-08-03 10:00:00+00:00,7706
2025-08-03 10:30:00+00:00,7892
2025-08-03 11:00:00+00:00,8057
2025-08-03 11:30:00+00:00,8350
2025-08-03 12:00:00+00:00,8558
2025-08-03 12:30:00+00:00,8932
2025-08-03 13:00:00+00:00,8685
2025-08-03 13:30:00+00:00,7862
2025-08-03 14:00:00+00:00,7237
2025-08-03 14:30:00+00:00,7049
2025-08-03 15:00:00+00:00,7496
2025-08-03 15:30:00+00:00,7805
2025-08-03 16:00:00+00:00,7740
2025-08-03 16:30:00+00:00,7105
2025-08-03 17:00:00+00:00,7079
2025-08-03 17:30:00+00:00,6469
2025-08-03 18:00:00+00:00,6000
2025-08-03 18:30:00+00:00,5400
2025-08-03 19:00:00+00:00,4188
2025-08-03 19:30:00+00:00,3647
2025-08-03 20:00:00+00:00,2878
2025-08-03 20:30:00+00:00,2296
2025-08-03 21:00:00+00:00,1967
2025-08-03 21:30:00+00:00,2089
2025-08-03 22:00:00+00:00,2362
2025-08-03 22:30:00+00:00,2282
2025-08-03 23:00:00+00:00,2302
2025-08-03 23:30:00+00:00,2672
2025-08-04 00:00:00+00:00,2864
2025-08-04 00:30:00+00:00,3064
2025-08-04 01:00:00+00:00,3266
2025-08-04 01:30:00+00:00,3546
2025-08-04 02:00:00+00:00,3866
2025-08-04 02:30:00+00:00,4782
