startTime,publishTime,horizonHours,forecast
2026-03-01 03:00:00+00:00,2026-03-01 02:30:00+00:00,0.5,11356
2026-03-01 04:00:00+00:00,2026-03-01 02:30:00+00:00,1.5,12979
2026-03-01 05:00:00+00:00,2026-03-01 02:30:00+00:00,2.5,14278
2026-03-01 05:00:00+00:00,2026-03-01 04:30:00+00:00,0.5,14216
2026-03-01 06:00:00+00:00,2026-03-01 02:30:00+00:00,3.5,15210
2026-03-01 06:00:00+00:00,2026-03-01 04:30:00+00:00,1.5,15231
2026-03-01 07:00:00+00:00,2026-03-01 02:30:00+00:00,4.5,16071
2026-03-01 07:00:00+00:00,2026-03-01 04:30:00+00:00,2.5,16125
2026-03-01 08:00:00+00:00,2026-03-01 02:30:00+00:00,5.5,17001
2026-03-01 08:00:00+00:00,2026-03-01 04:30:00+00:00,3.5,17103
2026-03-01 08:00:00+00:00,2026-03-01 07:30:00+00:00,0.5,17222
2026-03-01 09:00:00+00:00,2026-03-01 02:30:00+00:00,6.5,17852
2026-03-01 09:00:00+00:00,2026-03-01 04:30:00+00:00,4.5,17969
2026-03-01 09:00:00+00:00,2026-03-01 07:30:00+00:00,1.5,18100
2026-03-01 10:00:00+00:00,2026-03-01 02:30:00+00:00,7.5,18418
2026-03-01 10:00:00+00:00,2026-03-01 04:30:00+00:00,5.5,18526
2026-03-01 10:00:00+00:00,2026-03-01 07:30:00+00:00,2.5,18608
2026-03-01 10:00:00+00:00,2026-03-01 09:30:00+00:00,0.5,18880
2026-03-01 11:00:00+00:00,2026-03-01 02:30:00+00:00,8.5,18608
2026-03-01 11:00:00+00:00,2026-03-01 04:30:00+00:00,6.5,18712
2026-03-01 11:00:00+00:00,2026-03-01 07:30:00+00:00,3.5,18804
2026-03-01 11:00:00+00:00,2026-03-01 09:30:00+00:00,1.5,19067
2026-03-01 12:00:00+00:00,2026-03-01 02:30:00+00:00,9.5,18553
2026-03-01 12:00:00+00:00,2026-03-01 04:30:00+00:00,7.5,18636
2026-03-01 12:00:00+00:00,2026-03-01 07:30:00+00:00,4.5,18780
2026-03-01 12:00:00+00:00,2026-03-01 09:30:00+00:00,2.5,18951
2026-03-01 12:00:00+00:00,2026-03-01 11:30:00+00:00,0.5,18642
2026-03-01 13:00:00+00:00,2026-03-01 02:30:00+00:00,10.5,18463
2026-03-01 13:00:00+00:00,2026-03-01 04:30:00+00:00,8.5,18514
2026-03-01 13:00:00+00:00,2026-03-01 07:30:00+00:00,5.5,18569
2026-03-01 13:00:00+00:00,2026-03-01 09:30:00+00:00,3.5,18671
2026-03-01 13:00:00+00:00,2026-03-01 11:30:00+00:00,1.5,18540
2026-03-01 14:00:00+00:00,2026-03-01 02:30:00+00:00,11.5,18413
2026-03-01 14:00:00+00:00,2026-03-01 04:30:00+00:00,9.5,18479
2026-03-01 14:00:00+00:00,2026-03-01 07:30:00+00:00,6.5,18396
2026-03-01 14:00:00+00:00,2026-03-01 09:30:00+00:00,4.5,18413
2026-03-01 14:00:00+00:00,2026-03-01 11:30:00+00:00,2.5,18396
2026-03-01 15:00:00+00:00,2026-03-01 02:30:00+00:00,12.5,18476
2026-03-01 15:00:00+00:00,2026-03-01 04:30:00+00:00,10.5,18554
2026-03-01 15:00:00+00:00,2026-03-01 07:30:00+00:00,7.5,18379
