startTime,publishTime,horizonHours,forecast
2025-03-01 03:00:00+00:00,2025-03-01 02:30:00+00:00,0.5,7433
2025-03-01 04:00:00+00:00,2025-03-01 02:30:00+00:00,1.5,7546
2025-03-01 05:00:00+00:00,2025-03-01 02:30:00+00:00,2.5,7199
2025-03-01 05:00:00+00:00,2025-03-01 04:30:00+00:00,0.5,7086
2025-03-01 06:00:00+00:00,2025-03-01 02:30:00+00:00,3.5,6367
2025-03-01 06:00:00+00:00,2025-03-01 04:30:00+00:00,1.5,6318
2025-03-01 07:00:00+00:00,2025-03-01 02:30:00+00:00,4.5,5394
2025-03-01 07:00:00+00:00,2025-03-01 04:30:00+00:00,2.5,5337
2025-03-01 08:00:00+00:00,2025-03-01 02:30:00+00:00,5.5,4781
2025-03-01 08:00:00+00:00,2025-03-01 04:30:00+00:00,3.5,4640
2025-03-01 08:00:00+00:00,2025-03-01 07:30:00+00:00,0.5,4703
2025-03-01 09:00:00+00:00,2025-03-01 02:30:00+00:00,6.5,4406
2025-03-01 09:00:00+00:00,2025-03-01 04:30:00+00:00,4.5,4234
2025-03-01 09:00:00+00:00,2025-03-01 07:30:00+00:00,1.5,4313
2025-03-01 10:00:00+00:00,2025-03-01 02:30:00+00:00,7.5,4104
2025-03-01 10:00:00+00:00,2025-03-01 04:30:00+00:00,5.5,3988
2025-03-01 10:00:00+00:00,2025-03-01 07:30:00+00:00,2.5,4190
2025-03-01 10:00:00+00:00,2025-03-01 09:30:00+00:00,0.5,4099
2025-03-01 11:00:00+00:00,2025-03-01 02:30:00+00:00,8.5,4211
2025-03-01 11:00:00+00:00,2025-03-01 04:30:00+00:00,6.5,4089
2025-03-01 11:00:00+00:00,2025-03-01 07:30:00+00:00,3.5,4038
2025-03-01 11:00:00+00:00,2025-03-01 09:30:00+00:00,1.5,4035
2025-03-01 12:00:00+00:00,2025-03-01 02:30:00+00:00,9.5,4266
2025-03-01 12:00:00+00:00,2025-03-01 04:30:00+00:00,7.5,4210
2025-03-01 12:00:00+00:00,2025-03-01 07:30:00+00:00,4.5,3976
2025-03-01 12:00:00+00:00,2025-03-01 09:30:00+00:00,2.5,3975
2025-03-01 12:00:00+00:00,2025-03-01 11:30:00+00:00,0.5,3947
2025-03-01 13:00:00+00:00,2025-03-01 02:30:00+00:00,10.5,4245
2025-03-01 13:00:00+00:00,2025-03-01 04:30:00+00:00,8.5,4221
2025-03-01 13:00:00+00:00,2025-03-01 07:30:00+00:00,5.5,4179
2025-03-01 13:00:00+00:00,2025-03-01 09:30:00+00:00,3.5,4206
2025-03-01 13:00:00+00:00,2025-03-01 11:30:00+00:00,1.5,4214
2025-03-01 14:00:00+00:00,2025-03-01 02:30:00+00:00,11.5,4279
2025-03-01 14:00:00+00:00,2025-03-01 04:30:00+00:00,9.5,4248
