startTime,publishTime,horizonHours,forecast
2025-10-01 04:00:00+00:00,2025-10-01 03:30:00+00:00,0.5,10939
2025-10-01 05:00:00+00:00,2025-10-01 03:30:00+00:00,1.5,10924
2025-10-01 06:00:00+00:00,2025-10-01 03:30:00+00:00,2.5,10723
2025-10-01 06:00:00+00:00,2025-10-01 05:30:00+00:00,0.5,10663
2025-10-01 07:00:00+00:00,2025-10-01 03:30:00+00:00,3.5,10573
2025-10-01 07:00:00+00:00,2025-10-01 05:30:00+00:00,1.5,10849
2025-10-01 08:00:00+00:00,2025-10-01 03:30:00+00:00,4.5,10637
2025-10-01 08:00:00+00:00,2025-10-01 05:30:00+00:00,2.5,11035
2025-10-01 09:00:00+00:00,2025-10-01 03:30:00+00:00,5.5,10741
2025-10-01 09:00:00+00:00,2025-10-01 05:30:00+00:00,3.5,11131
2025-10-01 09:00:00+00:00,2025-10-01 08:30:00+00:00,0.5,11024
2025-10-01 10:00:00+00:00,2025-10-01 03:30:00+00:00,6.5,10381
2025-10-01 10:00:00+00:00,2025-10-01 05:30:00+00:00,4.5,10788
2025-10-01 10:00:00+00:00,2025-10-01 08:30:00+00:00,1.5,10529
2025-10-01 11:00:00+00:00,2025-10-01 03:30:00+00:00,7.5,9873
2025-10-01 11:00:00+00:00,2025-10-01 05:30:00+00:00,5.5,10472
2025-10-01 11:00:00+00:00,2025-10-01 08:30:00+00:00,2.5,10065
2025-10-01 11:00:00+00:00,2025-10-01 10:30:00+00:00,0.5,10385
2025-10-01 12:00:00+00:00,2025-10-01 03:30:00+00:00,8.5,9376
2025-10-01 12:00:00+00:00,2025-10-01 05:30:00+00:00,6.5,9970
2025-10-01 12:00:00+00:00,2025-10-01 08:30:00+00:00,3.5,9546
2025-10-01 12:00:00+00:00,2025-10-01 10:30:00+00:00,1.5,9905
2025-10-01 13:00:00+00:00,2025-10-01 03:30:00+00:00,9.5,8839
2025-10-01 13:00:00+00:00,2025-10-01 05:30:00+00:00,7.5,9114
2025-10-01 13:00:00+00:00,2025-10-01 08:30:00+00:00,4.5,8902
2025-10-01 13:00:00+00:00,2025-10-01 10:30:00+00:00,2.5,9300
2025-10-01 13:00:00+00:00,2025-10-01 12:30:00+00:00,0.5,9573
2025-10-01 14:00:00+00:00,2025-10-01 03:30:00+00:00,10.5,8491
2025-10-01 14:00:00+00:00,2025-10-01 05:30:00+00:00,8.5,8565
2025-10-01 14:00:00+00:00,2025-10-01 08:30:00+00:00,5.5,8356
2025-10-01 14:00:00+00:00,2025-10-01 10:30:00+00:00,3.5,8597
2025-10-01 14:00:00+00:00,2025-10-01 12:30:00+00:00,1.5,8861
2025-10-01 15:00:00+00:00,2025-10-01 03:30:00+00:00,11.5,8257
2025-10-01 15:00:00+00:00,2025-10-01 05:30:00+00:00,9.5,8291
2025-10-01 15:00:00+00:00,2025-10-01 08:30:00+00:00,6.5,8179
2025-10-01 15:00:00+00:00,2025-10-01 10:30:00+00:00,4.5,8204
2025-10-01 15:00:00+00:00,2025-10-01 12:30:00+00:00,2.5,8514
2025-10-01 16:00:00+00:00,2025-10-01 03:30:00+00:00,12.5,8038
2025-10-01 16:00:00+00:00,2025-10-01 05:30:00+00:00,10.5,8172
2025-10-01 16:00:00+00:00,2025-10-01 08:30:00+00:00,7.5,8252
2025-10-01 16:00:00+00:00,2025-10-01 10:30:00+00:00,5.5,8346
2025-10-01 16:00:00+00:00,2025-10-01 12:30:00+00:00,3.5,8619
2025-10-01 17:00:00+00:00,2025-10-01 03:30:00+00:00,13.5,8224
2025-10-01 17:00:00+00:00,2025-10-01 05:30:00+00:00,11.5,8371
2025-10-01 17:00:00+00:00,2025-10-01 08:30:00+00:00,8.5,8416
2025-10-01 17:00:00+00:00,2025-10-01 10:30:00+00:00,6.5,8793
2025-10-01 17:00:00+00:00,2025-10-01 12:30:00+00:00,4.5,9206
2025-10-01 17:00:00+00:00,2025-10-01 16:30:00+00:00,0.5,9158
2025-10-01 18:00:00+00:00,2025-10-01 03:30:00+00:00,14.5,8567
2025-10-01 18:00:00+00:00,2025-10-01 05:30:00+00:00,12.5,8618
2025-10-01 18:00:00+00:00,2025-10-01 08:30:00+00:00,9.5,8659
2025-10-01 18:00:00+00:00,2025-10-01 10:30:00+00:00,7.5,8942
2025-10-01 18:00:00+00:00,2025-10-01 12:30:00+00:00,5.5,9576
2025-10-01 18:00:00+00:00,2025-10-01 16:30:00+00:00,1.5,9753
2025-10-01 19:00:00+00:00,2025-10-01 03:30:00+00:00,15.5,9056
2025-10-01 19:00:00+00:00,2025-10-01 05:30:00+00:00,13.5,8993
2025-10-01 19:00:00+00:00,2025-10-01 08:30:00+00:00,10.5,8967
2025-10-01 19:00:00+00:00,2025-10-01 10:30:00+00:00,8.5,9090
2025-10-01 19:00:00+00:00,2025-10-01 12:30:00+00:00,6.5,9803
2025-10-01 19:00:00+00:00,2025-10-01 16:30:00+00:00,2.5,9881
2025-10-01 20:00:00+00:00,2025-10-01 03:30:00+00:00,16.5,9650
2025-10-01 20:00:00+00:00,2025-10-01 05:30:00+00:00,14.5,9516
2025-10-01 20:00:00+00:00,2025-10-01 08:30:00+00:00,11.5,9435
2025-10-01 20:00:00+00:00,2025-10-01 10:30:00+00:00,9.5,9511
2025-10-01 20:00:00+00:00,2025-10-01 12:30:00+00:00,7.5,10061
2025-10-01 20:00:00+00:00,2025-10-01 16:30:00+00:00,3.5,10138
2025-10-01 20:00:00+00:00,2025-10-01 19:30:00+00:00,0.5,10492
2025-10-01 21:00:00+00:00,2025-10-01 03:30:00+00:00,17.5,10301
2025-10-01 21:00:00+00:00,2025-10-01 05:30:00+00:00,15.5,10134
2025-10-01 21:00:00+00:00,2025-10-01 08:30:00+00:00,12.5,9924
2025-10-01 21:00:00+00:00,2025-10-01 10:30:00+00:00,10.5,10047
2025-10-01 21:00:00+00:00,2025-10-01 12:30:00+00:00,8.5,10395
2025-10-01 21:00:00+00:00,2025-10-01 16:30:00+00:00,4.5,10755
2025-10-01 21:00:00+00:00,2025-10-01 19:30:00+00:00,1.5,10979
2025-10-01 22:00:00+00:00,2025-10-01 03:30:00+00:00,18.5,10830
2025-10-01 22:00:00+00:00,2025-10-01 05:30:00+00:00,16.5,10672
2025-10-01 22:00:00+00:00,2025-10-01 08:30:00+00:00,13.5,10305
2025-10-01 22:00:00+00:00,2025-10-01 10:30:00+00:00,11.5,10435
2025-10-01 22:00:00+00:00,2025-10-01 12:30:00+00:00,9.5,10779
2025-10-01 22:00:00+00:00,2025-10-01 16:30:00+00:00,5.5,11368
2025-10-01 22:00:00+00:00,2025-10-01 19:30:00+00:00,2.5,11519
2025-10-01 23:00:00+00:00,2025-10-01 03:30:00+00:00,19.5,11258
2025-10-01 23:00:00+00:00,2025-10-01 05:30:00+00:00,17.5,11160
2025-10-01 23:00:00+00:00,2025-10-01 08:30:00+00:00,14.5,10640
2025-10-01 23:00:00+00:00,2025-10-01 10:30:00+00:00,12.5,10629
2025-10-01 23:00:00+00:00,2025-10-01 12:30:00+00:00,10.5,10888
2025-10-01 23:00:00+00:00,2025-10-01 16:30:00+00:00,6.5,11743
2025-10-01 23:00:00+00:00,2025-10-01 19:30:00+00:00,3.5,11931
2025-10-02 00:00:00+00:00,2025-10-01 03:30:00+00:00,20.5,11537
2025-10-02 00:00:00+00:00,2025-10-01 05:30:00+00:00,18.5,11450
2025-10-02 00:00:00+00:00,2025-10-01 08:30:00+00:00,15.5,10808
2025-10-02 00:00:00+00:00,2025-10-01 10:30:00+00:00,13.5,10541
2025-10-02 00:00:00+00:00,2025-10-01 12:30:00+00:00,11.5,10718
2025-10-02 00:00:00+00:00,2025-10-01 16:30:00+00:00,7.5,11664
2025-10-02 00:00:00+00:00,2025-10-01 19:30:00+00:00,4.5,11838
2025-10-02 00:00:00+00:00,2025-10-01 23:30:00+00:00,0.5,12101
2025-10-02 01:00:00+00:00,2025-10-01 03:30:00+00:00,21.5,11577
2025-10-02 01:00:00+00:00,2025-10-01 05:30:00+00:00,19.5,11480
2025-10-02 01:00:00+00:00,2025-10-01 08:30:00+00:00,16.5,10776
2025-10-02 01:00:00+00:00,2025-10-01 10:30:00+00:00,14.5,10353
2025-10-02 01:00:00+00:00,2025-10-01 12:30:00+00:00,12.5,10456
2025-10-02 01:00:00+00:00,2025-10-01 16:30:00+00:00,8.5,11214
2025-10-02 01:00:00+00:00,2025-10-01 19:30:00+00:00,5.5,11440
2025-10-02 01:00:00+00:00,2025-10-01 23:30:00+00:00,1.5,11841
2025-10-02 02:00:00+00:00,2025-10-01 03:30:00+00:00,22.5,11240
