startTime,publishTime,horizonHours,forecast
2025-05-01 04:00:00+00:00,2025-05-01 03:30:00+00:00,0.5,2881
2025-05-01 05:00:00+00:00,2025-05-01 03:30:00+00:00,1.5,2826
2025-05-01 06:00:00+00:00,2025-05-01 03:30:00+00:00,2.5,2615
2025-05-01 06:00:00+00:00,2025-05-01 05:30:00+00:00,0.5,2960
2025-05-01 07:00:00+00:00,2025-05-01 03:30:00+00:00,3.5,2716
2025-05-01 07:00:00+00:00,2025-05-01 05:30:00+00:00,1.5,3034
2025-05-01 08:00:00+00:00,2025-05-01 03:30:00+00:00,4.5,2801
2025-05-01 08:00:00+00:00,2025-05-01 05:30:00+00:00,2.5,2962
2025-05-01 09:00:00+00:00,2025-05-01 03:30:00+00:00,5.5,2864
2025-05-01 09:00:00+00:00,2025-05-01 05:30:00+00:00,3.5,3116
2025-05-01 09:00:00+00:00,2025-05-01 08:30:00+00:00,0.5,3361
2025-05-01 10:00:00+00:00,2025-05-01 03:30:00+00:00,6.5,3085
2025-05-01 10:00:00+00:00,2025-05-01 05:30:00+00:00,4.5,3211
2025-05-01 10:00:00+00:00,2025-05-01 08:30:00+00:00,1.5,3224
2025-05-01 11:00:00+00:00,2025-05-01 03:30:00+00:00,7.5,3327
2025-05-01 11:00:00+00:00,2025-05-01 05:30:00+00:00,5.5,3327
2025-05-01 11:00:00+00:00,2025-05-01 08:30:00+00:00,2.5,3473
2025-05-01 11:00:00+00:00,2025-05-01 10:30:00+00:00,0.5,3553
2025-05-01 12:00:00+00:00,2025-05-01 03:30:00+00:00,8.5,3724
2025-05-01 12:00:00+00:00,2025-05-01 05:30:00+00:00,6.5,3724
2025-05-01 12:00:00+00:00,2025-05-01 08:30:00+00:00,3.5,3862
2025-05-01 12:00:00+00:00,2025-05-01 10:30:00+00:00,1.5,3644
2025-05-01 13:00:00+00:00,2025-05-01 03:30:00+00:00,9.5,4495
2025-05-01 13:00:00+00:00,2025-05-01 05:30:00+00:00,7.5,4495
2025-05-01 13:00:00+00:00,2025-05-01 08:30:00+00:00,4.5,4470
2025-05-01 13:00:00+00:00,2025-05-01 10:30:00+00:00,2.5,4368
2025-05-01 13:00:00+00:00,2025-05-01 12:30:00+00:00,0.5,4713
2025-05-01 14:00:00+00:00,2025-05-01 03:30:00+00:00,10.5,5147
2025-05-01 14:00:00+00:00,2025-05-01 05:30:00+00:00,8.5,5147
2025-05-01 14:00:00+00:00,2025-05-01 08:30:00+00:00,5.5,5054
2025-05-01 14:00:00+00:00,2025-05-01 10:30:00+00:00,3.5,5038
2025-05-01 14:00:00+00:00,2025-05-01 12:30:00+00:00,1.5,5720
2025-05-01 15:00:00+00:00,2025-05-01 03:30:00+00:00,11.5,5928
2025-05-01 15:00:00+00:00,2025-05-01 05:30:00+00:00,9.5,5928
2025-05-01 15:00:00+00:00,2025-05-01 08:30:00+00:00,6.5,5799
2025-05-01 15:00:00+00:00,2025-05-01 10:30:00+00:00,4.5,5698
2025-05-01 15:00:00+00:00,2025-05-01 12:30:00+00:00,2.5,6027
2025-05-01 16:00:00+00:00,2025-05-01 03:30:00+00:00,12.5,7083
2025-05-01 16:00:00+00:00,2025-05-01 05:30:00+00:00,10.5,7083
2025-05-01 16:00:00+00:00,2025-05-01 08:30:00+00:00,7.5,6817
