startTime,actual
2025-06-30 23:00:00+00:00,6926
2025-06-30 23:30:00+00:00,7240
2025-07-01 00:00:00+00:00,7549
2025-07-01 00:30:00+00:00,7220
2025-07-01 01:00:00+00:00,6670
2025-07-01 01:30:00+00:00,6207
2025-07-01 02:00:00+00:00,5602
2025-07-01 02:30:00+00:00,5288
2025-07-01 03:00:00+00:00,5255
2025-07-01 03:30:00+00:00,4714
2025-07-01 04:00:00+00:00,3745
2025-07-01 04:30:00+00:00,3094
2025-07-01 05:00:00+00:00,2986
2025-07-01 05:30:00+00:00,3264
2025-07-01 06:00:00+00:00,3118
2025-07-01 06:30:00+00:00,3066
2025-07-01 07:00:00+00:00,2953
2025-07-01 07:30:00+00:00,2833
2025-07-01 08:00:00+00:00,2601
2025-07-01 08:30:00+00:00,2299
2025-07-01 09:00:00+00:00,2121
2025-07-01 09:30:00+00:00,2153
2025-07-01 10:00:00+00:00,2131
2025-07-01 10:30:00+00:00,2303
2025-07-01 11:00:00+00:00,2451
2025-07-01 11:30:00+00:00,2702
2025-07-01 12:00:00+00:00,2871
2025-07-01 12:30:00+00:00,3158
2025-07-01 13:00:00+00:00,3521
2025-07-01 13:30:00+00:00,3802
2025-07-01 14:00:00+00:00,3862
2025-07-01 14:30:00+00:00,3919
2025-07-01 15:00:00+00:00,4096
2025-07-01 15:30:00+00:00,4344
2025-07-01 16:00:00+00:00,4359
2025-07-01 16:30:00+00:00,4175
2025-07-01 17:00:00+00:00,3931
2025-07-01 17:30:00+00:00,4205
2025-07-01 18:00:00+00:00,4027
2025-07-01 18:30:00+00:00,3418
2025-07-01 19:00:00+00:00,3021
2025-07-01 19:30:00+00:00,2973
2025-07-01 20:00:00+00:00,2967
2025-07-01 20:30:00+00:00,3034
2025-07-01 21:00:00+00:00,2791
2025-07-01 21:30:00+00:00,2558
2025-07-01 22:00:00+00:00,2419
2025-07-01 22:30:00+00:00,2221
2025-07-01 23:00:00+00:00,1895
2025-07-01 23:30:00+00:00,1874
2025-07-02 00:00:00+00:00,1785
2025-07-02 00:30:00+00:00,2043
2025-07-02 01:00:00+00:00,2248
2025-07-02 01:30:00+00:00,2624
2025-07-02 02:00:00+00:00,2806
2025-07-02 02:30:00+00:00,2617
2025-07-02 03:00:00+00:00,2501
2025-07-02 03:30:00+00:00,2387
2025-07-02 04:00:00+00:00,2357
2025-07-02 04:30:00+00:00,2198
2025-07-02 05:00:00+00:00,1810
2025-07-02 05:30:00+00:00,1752
2025-07-02 06:00:00+00:00,1769
2025-07-02 06:30:00+00:00,1800
2025-07-02 07:00:00+00:00,2116
2025-07-02 07:30:00+00:00,2114
2025-07-02 08:00:00+00:00,2324
2025-07-02 08:30:00+00:00,2462
2025-07-02 09:00:00+00:00,2959
2025-07-02 09:30:00+00:00,3199
2025-07-02 10:00:00+00:00,3363
2025-07-02 10:30:00+00:00,3274
2025-07-02 11:00:00+00:00,3354
2025-07-02 11:30:00+00:00,3329
2025-07-02 12:00:00+00:00,3270
2025-07-02 12:30:00+00:00,3461
2025-07-02 13:00:00+00:00,4000
2025-07-02 13:30:00+00:00,3799
2025-07-02 14:00:00+00:00,3510
2025-07-02 14:30:00+00:00,3391
2025-07-02 15:00:00+00:00,3236
2025-07-02 15:30:00+00:00,3346
2025-07-02 16:00:00+00:00,3620
2025-07-02 16:30:00+00:00,3546
2025-07-02 17:00:00+00:00,3694
2025-07-02 17:30:00+00:00,4324
2025-07-02 18:00:00+00:00,5012
2025-07-02 18:30:00+00:00,6028
2025-07-02 19:00:00+00:00,6989
2025-07-02 19:30:00+00:00,7681
2025-07-02 20:00:00+00:00,7809
2025-07-02 20:30:00+00:00,7563
2025-07-02 21:00:00+00:00,7573
2025-07-02 21:30:00+00:00,7434
2025-07-02 22:00:00+00:00,7070
2025-07-02 22:30:00+00:00,6742
2025-07-02 23:00:00+00:00,6531
2025-07-02 23:30:00+00:00,6458
2025-07-03 00:00:00+00:00,6321
2025-07-03 00:30:00+00:00,6211
2025-07-03 01:00:00+00:00,6053
2025-07-03 01:30:00+00:00,5828
2025-07-03 02:00:00+00:00,5458
2025-07-03 02:30:00+00:00,5020
2025-07-03 03:00:00+00:00,4596
2025-07-03 03:30:00+00:00,4292
2025-07-03 04:00:00+00:00,4178
2025-07-03 04:30:00+00:00,4093
2025-07-03 05:00:00+00:00,4054
2025-07-03 05:30:00+00:00,4007
2025-07-03 06:00:00+00:00,3781
2025-07-03 06:30:00+00:00,3413
2025-07-03 07:00:00+00:00,3323
2025-07-03 07:30:00+00:00,3245
2025-07-03 08:00:00+00:00,3411
2025-07-03 08:30:00+00:00,3732
2025-07-03 09:00:00+00:00,3861
2025-07-03 09:30:00+00:00,3909
2025-07-03 10:00:00+00:00,4124
2025-07-03 10:30:00+00:00,4370
2025-07-03 11:00:00+00:00,4713
2025-07-03 11:30:00+00:00,5083
2025-07-03 12:00:00+00:00,5180
2025-07-03 12:30:00+00:00,5354
2025-07-03 13:00:00+00:00,5341
2025-07-03 13:30:00+00:00,5407
2025-07-03 14:00:00+00:00,5438
2025-07-03 14:30:00+00:00,5627
2025-07-03 15:00:00+00:00,5405
2025-07-03 15:30:00+00:00,5666
2025-07-03 16:00:00+00:00,5843
2025-07-03 16:30:00+00:00,5660
2025-07-03 17:00:00+00:00,5109
2025-07-03 17:30:00+00:00,5341
2025-07-03 18:00:00+00:00,5588
2025-07-03 18:30:00+00:00,5825
2025-07-03 19:00:00+00:00,5640
2025-07-03 19:30:00+00:00,5772
2025-07-03 20:00:00+00:00,5886
